alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url,latitude,longitude,address_1,address_2,address_3,city,zip_code,country,state,display_address,category_1,category_2,category_3
dear-john-s-culver-city,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'steak', 'title': 'Steakhouses'}]","{'latitude': 34.0042152, 'longitude': -118.409932795429}",(310) 881-9288,1151.693361090836,OuSRcF00DlXLZ9MnU9H-OA,https://s3-media2.fl.yelpcdn.com/bphoto/OZpdc9lEQPSJ2ZrxjPPKaA/o.jpg,False,"{'address1': '11208 Culver Blvd', 'address2': '', 'address3': None, 'city': 'Culver City', 'zip_code': '90230', 'country': 'US', 'state': 'CA', 'display_address': ['11208 Culver Blvd', 'Culver City, CA 90230']}",Dear John’s,13108819288.0,$$,4.0,388,[],https://www.yelp.com/biz/dear-john-s-culver-city?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.0042152,-118.409932795429,11208 Culver Blvd,,,Culver City,90230.0,US,CA,"['11208 Culver Blvd', 'Culver City, CA 90230']",American (Traditional),Seafood,Steakhouses
coppelias-bakery-and-cafe-los-angeles,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'cuban', 'title': 'Cuban'}, {'alias': 'peruvian', 'title': 'Peruvian'}]","{'latitude': 34.0174141, 'longitude': -118.409712}",(310) 838-0375,1596.6832833644776,kR3weNZxNQTO4uIlCJrQCQ,https://s3-media4.fl.yelpcdn.com/bphoto/LJehsrTMK-nrFYypw5DEMQ/o.jpg,False,"{'address1': '10825 Venice Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90034', 'country': 'US', 'state': 'CA', 'display_address': ['10825 Venice Blvd', 'Los Angeles, CA 90034']}",Coppelia's Bakery & Cafe,13108380375.0,$$,4.5,387,"['delivery', 'pickup']",https://www.yelp.com/biz/coppelias-bakery-and-cafe-los-angeles?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.0174141,-118.40971200000001,10825 Venice Blvd,,,Los Angeles,90034.0,US,CA,"['10825 Venice Blvd', 'Los Angeles, CA 90034']",Bakeries,Cuban,Peruvian
swanya-thai-cuisine-culver-city,"[{'alias': 'thai', 'title': 'Thai'}]","{'latitude': 34.0042226, 'longitude': -118.4088537}",(310) 313-1999,1051.3468331518623,n_eyWBy5s_LlFuYtknUsig,https://s3-media3.fl.yelpcdn.com/bphoto/adoW6V5E5mtjSAwMWPChzA/o.jpg,False,"{'address1': '4322 Sepulveda Blvd', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90230', 'country': 'US', 'state': 'CA', 'display_address': ['4322 Sepulveda Blvd', 'Culver City, CA 90230']}",Swanya Thai Cuisine,13103131999.0,$$,4.0,386,"['delivery', 'pickup']",https://www.yelp.com/biz/swanya-thai-cuisine-culver-city?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.004222600000006,-118.4088537,4322 Sepulveda Blvd,,,Culver City,90230.0,US,CA,"['4322 Sepulveda Blvd', 'Culver City, CA 90230']",Thai,,
destroyer-culver-city,"[{'alias': 'newamerican', 'title': 'American (New)'}]","{'latitude': 34.02452, 'longitude': -118.38107}",(310) 360-3860,2476.8513411280496,ZKltkN5lOxH1tLeVAO2b6A,https://s3-media2.fl.yelpcdn.com/bphoto/6BZUptlzP1Cg5bMHzHDB7Q/o.jpg,False,"{'address1': '3578 Hayden Ave', 'address2': '', 'address3': None, 'city': 'Culver City', 'zip_code': '90232', 'country': 'US', 'state': 'CA', 'display_address': ['3578 Hayden Ave', 'Culver City, CA 90232']}",Destroyer,13103603860.0,$$,4.5,384,[],https://www.yelp.com/biz/destroyer-culver-city?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.02452,-118.38107,3578 Hayden Ave,,,Culver City,90232.0,US,CA,"['3578 Hayden Ave', 'Culver City, CA 90232']",American (New),,
e-k-valley-restaurant-culver-city,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 34.0313871949911, 'longitude': -118.378132134676}",(310) 838-6839,3252.6999307219617,0AP2zk_6xVq3WHqulqK8zA,https://s3-media1.fl.yelpcdn.com/bphoto/nT7-pnWQpFk8jmc1WDnhPA/o.jpg,False,"{'address1': '6121 Washington Blvd', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90232', 'country': 'US', 'state': 'CA', 'display_address': ['6121 Washington Blvd', 'Culver City, CA 90232']}",E K Valley Restaurant,13108386839.0,$$,4.5,382,['delivery'],https://www.yelp.com/biz/e-k-valley-restaurant-culver-city?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.031387194991105,-118.378132134676,6121 Washington Blvd,,,Culver City,90232.0,US,CA,"['6121 Washington Blvd', 'Culver City, CA 90232']",Mexican,,
c-and-m-cafe-los-angeles-6,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 34.0260391235352, 'longitude': -118.41227722168}",(310) 694-1516,2483.8093052995905,zbaVy3gksWXro0XBIv_IXQ,https://s3-media1.fl.yelpcdn.com/bphoto/tbvk-Ddj6XVt9v-Xt-Rrdw/o.jpg,False,"{'address1': '10640 Woodbine St', 'address2': 'Ste 104', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90034', 'country': 'US', 'state': 'CA', 'display_address': ['10640 Woodbine St', 'Ste 104', 'Los Angeles, CA 90034']}",C&M Cafe,13106941516.0,$$,4.0,380,"['pickup', 'delivery']",https://www.yelp.com/biz/c-and-m-cafe-los-angeles-6?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.0260391235352,-118.41227722168001,10640 Woodbine St,Ste 104,,Los Angeles,90034.0,US,CA,"['10640 Woodbine St', 'Ste 104', 'Los Angeles, CA 90034']",Sandwiches,Coffee & Tea,Breakfast & Brunch
the-jerk-spot-jamaican-restaurant-culver-city-2,"[{'alias': 'caribbean', 'title': 'Caribbean'}, {'alias': 'seafood', 'title': 'Seafood'}]","{'latitude': 34.0275895406312, 'longitude': -118.39096834878}",(310) 815-1160,2364.640279828935,0jMeb7Pp8Tqj9YAu0Yi8hA,https://s3-media2.fl.yelpcdn.com/bphoto/QQJfEqCSRogYSuiEsgw-oQ/o.jpg,False,"{'address1': '9006 Venice Blvd', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90232', 'country': 'US', 'state': 'CA', 'display_address': ['9006 Venice Blvd', 'Culver City, CA 90232']}",The Jerk Spot Jamaican Restaurant,13108151160.0,$,4.0,357,"['pickup', 'delivery']",https://www.yelp.com/biz/the-jerk-spot-jamaican-restaurant-culver-city-2?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.0275895406312,-118.39096834878,9006 Venice Blvd,,,Culver City,90232.0,US,CA,"['9006 Venice Blvd', 'Culver City, CA 90232']",Caribbean,Seafood,
yalla-mediterranean-culver-city-2,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'greek', 'title': 'Greek'}]","{'latitude': 34.0232149294038, 'longitude': -118.394458089448}",(310) 280-1650,1817.7699492720533,gM5cq233dtS5CalGqe72mQ,https://s3-media2.fl.yelpcdn.com/bphoto/-9jYgl4OPN0nCGuWwGZHXA/o.jpg,False,"{'address1': '9516 Culver Blvd', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '93453', 'country': 'US', 'state': 'CA', 'display_address': ['9516 Culver Blvd', 'Culver City, CA 93453']}",Yalla Mediterranean,13102801650.0,$$,4.0,354,"['pickup', 'delivery']",https://www.yelp.com/biz/yalla-mediterranean-culver-city-2?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.0232149294038,-118.394458089448,9516 Culver Blvd,,,Culver City,93453.0,US,CA,"['9516 Culver Blvd', 'Culver City, CA 93453']",Mediterranean,Greek,
five-guys-culver-city,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'latitude': 33.985862, 'longitude': -118.394788}",(310) 391-0603,2382.068656318726,2qxHsZ0fOF_9eXgPBHZjkg,https://s3-media3.fl.yelpcdn.com/bphoto/PKyritZ123RdY11UcoatRw/o.jpg,False,"{'address1': '6000 Sepulveda Blvd', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90230', 'country': 'US', 'state': 'CA', 'display_address': ['6000 Sepulveda Blvd', 'Culver City, CA 90230']}",Five Guys,13103910603.0,$$,3.5,348,['pickup'],https://www.yelp.com/biz/five-guys-culver-city?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,33.985862,-118.39478799999999,6000 Sepulveda Blvd,,,Culver City,90230.0,US,CA,"['6000 Sepulveda Blvd', 'Culver City, CA 90230']",Burgers,Fast Food,
shikibu-restaurant-culver-city,"[{'alias': 'sushi', 'title': 'Sushi Bars'}]","{'latitude': 34.014371, 'longitude': -118.4078616}",(310) 837-3733,1218.7490160261682,aSlHKbnYZoag7QaOPmgyIg,https://s3-media4.fl.yelpcdn.com/bphoto/ptP_7EX9BS-ti-q4HUmmkw/o.jpg,False,"{'address1': '10834 Washington Blvd', 'address2': '', 'address3': '', 'city': 'CULVER CITY', 'zip_code': '90232', 'country': 'US', 'state': 'CA', 'display_address': ['10834 Washington Blvd', 'CULVER CITY, CA 90232']}",Shikibu Restaurant,13108373733.0,$$,4.0,345,[],https://www.yelp.com/biz/shikibu-restaurant-culver-city?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.014371000000004,-118.40786159999999,10834 Washington Blvd,,,CULVER CITY,90232.0,US,CA,"['10834 Washington Blvd', 'CULVER CITY, CA 90232']",Sushi Bars,,
dennys-culver-city-2,"[{'alias': 'diners', 'title': 'Diners'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 34.003607, 'longitude': -118.39346033}",(310) 559-5351,582.2615010144464,U_bkhjdpVB79pPCfcYPYfA,https://s3-media3.fl.yelpcdn.com/bphoto/Uhb9kVDzBC_cevyXMvpivQ/o.jpg,False,"{'address1': '10700 Jefferson Blvd', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90230', 'country': 'US', 'state': 'CA', 'display_address': ['10700 Jefferson Blvd', 'Culver City, CA 90230']}",Denny's,13105595351.0,$$,3.0,345,"['delivery', 'pickup']",https://www.yelp.com/biz/dennys-culver-city-2?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.003607,-118.39346033,10700 Jefferson Blvd,,,Culver City,90230.0,US,CA,"['10700 Jefferson Blvd', 'Culver City, CA 90230']",Diners,American (Traditional),Breakfast & Brunch
fresh-pita-organic-express-culver-city-4,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}]","{'latitude': 34.00415, 'longitude': -118.4095}",(424) 835-4130,1116.9394816973215,NZcKX7dguV-b6dzsE6jzNQ,https://s3-media3.fl.yelpcdn.com/bphoto/2VQ21u9uF48CqZXjU-o8Xg/o.jpg,False,"{'address1': '4315 Sepulveda Blvd', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90230', 'country': 'US', 'state': 'CA', 'display_address': ['4315 Sepulveda Blvd', 'Culver City, CA 90230']}",Fresh Pita Organic Express,14248354130.0,$$,4.5,345,"['pickup', 'delivery']",https://www.yelp.com/biz/fresh-pita-organic-express-culver-city-4?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.00415,-118.4095,4315 Sepulveda Blvd,,,Culver City,90230.0,US,CA,"['4315 Sepulveda Blvd', 'Culver City, CA 90230']",Mediterranean,,
janga-by-derricks-jamaican-cuisine-culver-city,"[{'alias': 'caribbean', 'title': 'Caribbean'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 34.02475, 'longitude': -118.39419}",(424) 603-4843,1986.3125862677189,cQEHEFFIGvz-ozNsPawe6Q,https://s3-media2.fl.yelpcdn.com/bphoto/sunKPPZDYCAgb6CK0h21AQ/o.jpg,False,"{'address1': '3850 Main St', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90232', 'country': 'US', 'state': 'CA', 'display_address': ['3850 Main St', 'Culver City, CA 90232']}",Janga by Derrick's Jamaican Cuisine,14246034843.0,$$,4.0,341,"['pickup', 'delivery']",https://www.yelp.com/biz/janga-by-derricks-jamaican-cuisine-culver-city?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.02475,-118.39419,3850 Main St,,,Culver City,90232.0,US,CA,"['3850 Main St', 'Culver City, CA 90232']",Caribbean,Breakfast & Brunch,
robertas-culver-city,"[{'alias': 'pizza', 'title': 'Pizza'}]","{'latitude': 34.027485, 'longitude': -118.387197}",,2471.105157697351,3dyOjCDS6JqUEr7CkZZNMg,https://s3-media1.fl.yelpcdn.com/bphoto/fo3_wnKn6bwZHTL2gBVCkA/o.jpg,False,"{'address1': '8810 Washington blvd', 'address2': '', 'address3': None, 'city': 'Culver City', 'zip_code': '90232', 'country': 'US', 'state': 'CA', 'display_address': ['8810 Washington blvd', 'Culver City, CA 90232']}",Roberta's,,$$,4.0,339,[],https://www.yelp.com/biz/robertas-culver-city?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.027485,-118.387197,8810 Washington blvd,,,Culver City,90232.0,US,CA,"['8810 Washington blvd', 'Culver City, CA 90232']",Pizza,,
fifty-one-culver-city-4,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}]","{'latitude': 34.023036, 'longitude': -118.394555}",(310) 559-5966,1805.7379693821438,hIfXQ3hLpPr57j1_Km2iTg,https://s3-media3.fl.yelpcdn.com/bphoto/B_Z4AYK2vPeFLrRb9nQRSw/o.jpg,False,"{'address1': '9540 Washington Blvd', 'address2': None, 'address3': '', 'city': 'Culver City', 'zip_code': '90232', 'country': 'US', 'state': 'CA', 'display_address': ['9540 Washington Blvd', 'Culver City, CA 90232']}",Fifty One,13105595966.0,$$,4.0,336,"['delivery', 'pickup']",https://www.yelp.com/biz/fifty-one-culver-city-4?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.023036,-118.39455500000001,9540 Washington Blvd,,,Culver City,90232.0,US,CA,"['9540 Washington Blvd', 'Culver City, CA 90232']",Asian Fusion,,
victor-jrs-culver-city,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'italian', 'title': 'Italian'}]","{'latitude': 34.0207404, 'longitude': -118.3994746}",(310) 559-8900,1520.614731235096,6DHjHizuTLneJvoYPcsmZQ,https://s3-media2.fl.yelpcdn.com/bphoto/PnE0NZHQ0nWcdwb-9W1n2g/o.jpg,False,"{'address1': '10113 Washington Blvd', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90232', 'country': 'US', 'state': 'CA', 'display_address': ['10113 Washington Blvd', 'Culver City, CA 90232']}",Victor Jr's,13105598900.0,$,4.0,332,"['delivery', 'pickup']",https://www.yelp.com/biz/victor-jrs-culver-city?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.0207404,-118.3994746,10113 Washington Blvd,,,Culver City,90232.0,US,CA,"['10113 Washington Blvd', 'Culver City, CA 90232']",Pizza,Sandwiches,Italian
mod-pizza-los-angeles-2,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'latitude': 34.0273714669718, 'longitude': -118.392328223804}",(424) 345-9282,2310.055478504392,rRCFPncyt3piAy7oqnfbTA,https://s3-media4.fl.yelpcdn.com/bphoto/XoOVKU0QlsyYQsGeu-ecxg/o.jpg,False,"{'address1': '8985 Venice Blvd', 'address2': 'Ste K', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90034', 'country': 'US', 'state': 'CA', 'display_address': ['8985 Venice Blvd', 'Ste K', 'Los Angeles, CA 90034']}",MOD Pizza,14243459282.0,$,4.5,328,[],https://www.yelp.com/biz/mod-pizza-los-angeles-2?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.0273714669718,-118.392328223804,8985 Venice Blvd,Ste K,,Los Angeles,90034.0,US,CA,"['8985 Venice Blvd', 'Ste K', 'Los Angeles, CA 90034']",Pizza,Fast Food,
capriottis-sandwich-shop-culver-city-3,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 33.9931565619737, 'longitude': -118.395664722229}",(310) 391-1600,1567.2618939906824,8yO7p874kAgLLr49KFW2aw,https://s3-media2.fl.yelpcdn.com/bphoto/JnrrQgwzm7Qw8khDkic0IA/o.jpg,False,"{'address1': '5495 S Sepulveda Blvd', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90230', 'country': 'US', 'state': 'CA', 'display_address': ['5495 S Sepulveda Blvd', 'Culver City, CA 90230']}",Capriotti's Sandwich Shop,13103911600.0,$,3.5,320,"['pickup', 'delivery']",https://www.yelp.com/biz/capriottis-sandwich-shop-culver-city-3?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,33.9931565619737,-118.395664722229,5495 S Sepulveda Blvd,,,Culver City,90230.0,US,CA,"['5495 S Sepulveda Blvd', 'Culver City, CA 90230']",Sandwiches,,
industry-cafe-and-jazz-culver-city,"[{'alias': 'ethiopian', 'title': 'Ethiopian'}, {'alias': 'jazzandblues', 'title': 'Jazz & Blues'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 34.031731, 'longitude': -118.3774227}",(310) 202-6633,3326.058252200835,OziyrYcQhJ7akX8FODEO-g,https://s3-media3.fl.yelpcdn.com/bphoto/oHYJHAjexpU9rZyeCJwVmQ/o.jpg,False,"{'address1': '6039 Washington Blvd', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90232', 'country': 'US', 'state': 'CA', 'display_address': ['6039 Washington Blvd', 'Culver City, CA 90232']}",Industry Cafe & Jazz,13102026633.0,$$,4.0,320,"['delivery', 'pickup']",https://www.yelp.com/biz/industry-cafe-and-jazz-culver-city?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.031731,-118.3774227,6039 Washington Blvd,,,Culver City,90232.0,US,CA,"['6039 Washington Blvd', 'Culver City, CA 90232']",Ethiopian,Jazz & Blues,American (Traditional)
venice-bakery-and-restaurant-los-angeles,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 34.01556, 'longitude': -118.41328}",(310) 839-3478,1696.0781817361733,weFFEIRdksAOzNA_f0s3ww,https://s3-media3.fl.yelpcdn.com/bphoto/wE5OnGj25E8AkxhdqwMsWg/o.jpg,False,"{'address1': '10943 Venice Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90034', 'country': 'US', 'state': 'CA', 'display_address': ['10943 Venice Blvd', 'Los Angeles, CA 90034']}",Venice Bakery & Restaurant,13108393478.0,$,4.0,319,"['delivery', 'pickup']",https://www.yelp.com/biz/venice-bakery-and-restaurant-los-angeles?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.01556,-118.41328,10943 Venice Blvd,,,Los Angeles,90034.0,US,CA,"['10943 Venice Blvd', 'Los Angeles, CA 90034']",Bakeries,Breakfast & Brunch,Mexican
golden-china-restaurant-culver-city,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]","{'latitude': 34.0275261, 'longitude': -118.3911781}",(310) 559-0116,2328.0125564150885,TqdnWOsgGTTgfAwOq84WJg,https://s3-media4.fl.yelpcdn.com/bphoto/TxxuNyHEPsXNFYUDk3HunA/o.jpg,False,"{'address1': '9018 Venice Blvd', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90232', 'country': 'US', 'state': 'CA', 'display_address': ['9018 Venice Blvd', 'Culver City, CA 90232']}",Golden China Restaurant,13105590116.0,$$,3.5,317,"['delivery', 'pickup']",https://www.yelp.com/biz/golden-china-restaurant-culver-city?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.0275261,-118.39117809999999,9018 Venice Blvd,,,Culver City,90232.0,US,CA,"['9018 Venice Blvd', 'Culver City, CA 90232']",Chinese,Vegan,Vegetarian
azabu-sabo-culver-city,"[{'alias': 'japanese', 'title': 'Japanese'}]","{'latitude': 33.9860876692437, 'longitude': -118.393136504446}",(310) 391-8784,2380.741679772941,iGuRzOYDp1VdHxT-krFc-g,https://s3-media1.fl.yelpcdn.com/bphoto/PC1hN2200t7uoYKRsJfA5A/o.jpg,False,"{'address1': '6000 Sepulveda Blvd', 'address2': 'Ste 2507', 'address3': '', 'city': 'Culver City', 'zip_code': '90230', 'country': 'US', 'state': 'CA', 'display_address': ['6000 Sepulveda Blvd', 'Ste 2507', 'Culver City, CA 90230']}",Azabu Sabo,13103918784.0,$$,4.0,316,"['delivery', 'pickup']",https://www.yelp.com/biz/azabu-sabo-culver-city?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,33.986087669243695,-118.39313650444599,6000 Sepulveda Blvd,Ste 2507,,Culver City,90230.0,US,CA,"['6000 Sepulveda Blvd', 'Ste 2507', 'Culver City, CA 90230']",Japanese,,
california-pizza-kitchen-at-culver-center-culver-city-3,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'salad', 'title': 'Salad'}]","{'latitude': 34.018362, 'longitude': -118.407084}",(310) 287-2727,1507.1520705195692,maziEZu22D8I9nGUNUHDow,https://s3-media1.fl.yelpcdn.com/bphoto/U0LIz_5C_6DuhLXWrxfYhw/o.jpg,False,"{'address1': '10704 Venice Blvd', 'address2': 'Culver Center', 'address3': '', 'city': 'Culver City', 'zip_code': '90232', 'country': 'US', 'state': 'CA', 'display_address': ['10704 Venice Blvd', 'Culver Center', 'Culver City, CA 90232']}",California Pizza Kitchen at Culver Center,13102872727.0,$$,3.0,312,"['delivery', 'pickup']",https://www.yelp.com/biz/california-pizza-kitchen-at-culver-center-culver-city-3?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.018361999999996,-118.40708400000001,10704 Venice Blvd,Culver Center,,Culver City,90232.0,US,CA,"['10704 Venice Blvd', 'Culver Center', 'Culver City, CA 90232']",Pizza,American (New),Salad
george-petrelli-steak-house-culver-city,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]","{'latitude': 33.98941, 'longitude': -118.39577}",(310) 397-1438,1994.7075668694056,EnEPdz4fkFPFOz3ySK2GjQ,https://s3-media3.fl.yelpcdn.com/bphoto/_U2f48kPLpsP7_OgJJRfLA/o.jpg,False,"{'address1': '5615 Sepulveda Blvd', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90230', 'country': 'US', 'state': 'CA', 'display_address': ['5615 Sepulveda Blvd', 'Culver City, CA 90230']}",George Petrelli Steak House,13103971438.0,$$,3.5,310,[],https://www.yelp.com/biz/george-petrelli-steak-house-culver-city?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,33.98941,-118.39577,5615 Sepulveda Blvd,,,Culver City,90230.0,US,CA,"['5615 Sepulveda Blvd', 'Culver City, CA 90230']",Steakhouses,Venues & Event Spaces,
yokohama-sushi-culver-city,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]","{'latitude': 34.0168026730336, 'longitude': -118.406679578628}",(310) 202-7062,1344.1826393762285,Ca_zfJqTs8_kpITxLEnFSQ,https://s3-media1.fl.yelpcdn.com/bphoto/IYNC8LcJKvf3FKPtZAZyig/o.jpg,False,"{'address1': '3859 Overland Ave', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90232', 'country': 'US', 'state': 'CA', 'display_address': ['3859 Overland Ave', 'Culver City, CA 90232']}",Yokohama Sushi,13102027062.0,$$,3.0,309,[],https://www.yelp.com/biz/yokohama-sushi-culver-city?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.0168026730336,-118.406679578628,3859 Overland Ave,,,Culver City,90232.0,US,CA,"['3859 Overland Ave', 'Culver City, CA 90232']",Japanese,Sushi Bars,
